4.00E+01,2.00E+01,2.00E+01
3.90E+01,2.00E+01,2.00E+01
3.90E+01,2.10E+01,2.00E+01
3.80E+01,2.10E+01,2.00E+01
3.80E+01,2.20E+01,2.00E+01
3.70E+01,2.20E+01,2.00E+01
3.70E+01,2.30E+01,2.00E+01
3.60E+01,2.30E+01,2.00E+01
3.60E+01,2.40E+01,2.00E+01
3.50E+01,2.40E+01,2.00E+01
3.50E+01,2.50E+01,2.00E+01
3.40E+01,2.50E+01,2.00E+01
3.40E+01,2.60E+01,2.00E+01
3.30E+01,2.60E+01,2.00E+01
3.30E+01,2.70E+01,2.00E+01
3.20E+01,2.70E+01,2.00E+01
3.20E+01,2.80E+01,2.00E+01
3.10E+01,2.80E+01,2.00E+01
3.10E+01,2.90E+01,2.00E+01
3.00E+01,2.90E+01,2.00E+01
3.00E+01,3.00E+01,2.00E+01
2.90E+01,3.00E+01,2.00E+01
2.90E+01,3.10E+01,2.00E+01
2.80E+01,3.10E+01,2.00E+01
2.80E+01,3.20E+01,2.00E+01
2.70E+01,3.20E+01,2.00E+01
2.70E+01,3.30E+01,2.00E+01
2.60E+01,3.30E+01,2.00E+01
2.60E+01,3.40E+01,2.00E+01
2.50E+01,3.40E+01,2.00E+01
2.50E+01,3.50E+01,2.00E+01
2.40E+01,3.50E+01,2.00E+01
2.40E+01,3.60E+01,2.00E+01
2.30E+01,3.60E+01,2.00E+01
2.30E+01,3.70E+01,2.00E+01
2.20E+01,3.70E+01,2.00E+01
2.20E+01,3.80E+01,2.00E+01
2.10E+01,3.80E+01,2.00E+01
2.10E+01,3.90E+01,2.00E+01
2.00E+01,3.90E+01,2.00E+01
2.00E+01,4.00E+01,2.00E+01
